Game 00000: Roll: 91, Reward: 1.010204081632653, Nonce: 0, Client-Seed: 1337awesome, Server-Seed: 1888431046
Game 00458: Roll: 20, Reward: 1.010204081632653, Nonce: 458, Client-Seed: 1337awesome, Server-Seed: 1531079697
Game 00459: Roll: 25, Reward: 1.010204081632653, Nonce: 459, Client-Seed: 1337awesome, Server-Seed: 462815377
Game 00460: Roll: 04, Reward: 1.010204081632653, Nonce: 460, Client-Seed: 1337awesome, Server-Seed: 2299189444
Game 00461: Roll: 69, Reward: 1.010204081632653, Nonce: 461, Client-Seed: 1337awesome, Server-Seed: 2567528413
Game 00462: Roll: 02, Reward: 1.010204081632653, Nonce: 462, Client-Seed: 1337awesome, Server-Seed: 443473420
Game 00463: Roll: 18, Reward: 1.010204081632653, Nonce: 463, Client-Seed: 1337awesome, Server-Seed: 4023241404
Game 00464: Roll: 59, Reward: 1.010204081632653, Nonce: 464, Client-Seed: 1337awesome, Server-Seed: 55380697
Game 00465: Roll: 97, Reward: 1.010204081632653, Nonce: 465, Client-Seed: 1337awesome, Server-Seed: 3104001409
Game 00466: Roll: 31, Reward: 1.010204081632653, Nonce: 466, Client-Seed: 1337awesome, Server-Seed: 2798944768
Game 00467: Roll: 54, Reward: 1.010204081632653, Nonce: 467, Client-Seed: 1337awesome, Server-Seed: 3943264690
Game 00468: Roll: 37, Reward: 1.010204081632653, Nonce: 468, Client-Seed: 1337awesome, Server-Seed: 3397226338
Game 00469: Roll: 77, Reward: 1.010204081632653, Nonce: 469, Client-Seed: 1337awesome, Server-Seed: 2349844886
Game 00470: Roll: 70, Reward: 1.010204081632653, Nonce: 470, Client-Seed: 1337awesome, Server-Seed: 2575794800
Game 00471: Roll: 57, Reward: 1.010204081632653, Nonce: 471, Client-Seed: 1337awesome, Server-Seed: 2937508787
Game 00472: Roll: 40, Reward: 1.010204081632653, Nonce: 472, Client-Seed: 1337awesome, Server-Seed: 1474734532
Game 00473: Roll: 11, Reward: 1.010204081632653, Nonce: 473, Client-Seed: 1337awesome, Server-Seed: 1363172897
Game 00474: Roll: 98, Reward: 1.010204081632653, Nonce: 474, Client-Seed: 1337awesome, Server-Seed: 1482954611
Game 00475: Roll: 89, Reward: 1.010204081632653, Nonce: 475, Client-Seed: 1337awesome, Server-Seed: 2953949626
Game 00476: Roll: 62, Reward: 1.010204081632653, Nonce: 476, Client-Seed: 1337awesome, Server-Seed: 3451260555
Game 00477: Roll: 30, Reward: 1.010204081632653, Nonce: 477, Client-Seed: 1337awesome, Server-Seed: 2828532848
Game 00478: Roll: 41, Reward: 1.010204081632653, Nonce: 478, Client-Seed: 1337awesome, Server-Seed: 2570339448
Game 00479: Roll: 51, Reward: 1.010204081632653, Nonce: 479, Client-Seed: 1337awesome, Server-Seed: 4105345031
Game 00480: Roll: 45, Reward: 1.010204081632653, Nonce: 480, Client-Seed: 1337awesome, Server-Seed: 2607692137
Game 00481: Roll: 08, Reward: 1.010204081632653, Nonce: 481, Client-Seed: 1337awesome, Server-Seed: 3456307564
Game 00482: Roll: 52, Reward: 1.010204081632653, Nonce: 482, Client-Seed: 1337awesome, Server-Seed: 136717177
Game 00483: Roll: 23, Reward: 1.010204081632653, Nonce: 483, Client-Seed: 1337awesome, Server-Seed: 1187304643
Game 00484: Roll: 03, Reward: 1.010204081632653, Nonce: 484, Client-Seed: 1337awesome, Server-Seed: 637862332
Game 00485: Roll: 30, Reward: 1.010204081632653, Nonce: 485, Client-Seed: 1337awesome, Server-Seed: 3081093032
Game 00486: Roll: 87, Reward: 1.010204081632653, Nonce: 486, Client-Seed: 1337awesome, Server-Seed: 3133423455
Game 00487: Roll: 72, Reward: 1.010204081632653, Nonce: 487, Client-Seed: 1337awesome, Server-Seed: 2962910327
Game 00488: Roll: 70, Reward: 1.010204081632653, Nonce: 488, Client-Seed: 1337awesome, Server-Seed: 3063990007
Game 00489: Roll: 78, Reward: 1.010204081632653, Nonce: 489, Client-Seed: 1337awesome, Server-Seed: 4264154498
Game 00490: Roll: 98, Reward: 1.010204081632653, Nonce: 490, Client-Seed: 1337awesome, Server-Seed: 3805792171
Game 00491: Roll: 87, Reward: 1.010204081632653, Nonce: 491, Client-Seed: 1337awesome, Server-Seed: 2638124562
Game 00492: Roll: 59, Reward: 1.010204081632653, Nonce: 492, Client-Seed: 1337awesome, Server-Seed: 1808304040
Game 00493: Roll: 74, Reward: 1.010204081632653, Nonce: 493, Client-Seed: 1337awesome, Server-Seed: 3041224008
Game 00494: Roll: 22, Reward: 1.010204081632653, Nonce: 494, Client-Seed: 1337awesome, Server-Seed: 2883883311
Game 00495: Roll: 47, Reward: 1.010204081632653, Nonce: 495, Client-Seed: 1337awesome, Server-Seed: 2291547288
Game 00496: Roll: 41, Reward: 1.010204081632653, Nonce: 496, Client-Seed: 1337awesome, Server-Seed: 72446397
Game 00497: Roll: 56, Reward: 1.010204081632653, Nonce: 497, Client-Seed: 1337awesome, Server-Seed: 3710822540
Game 00498: Roll: 92, Reward: 1.010204081632653, Nonce: 498, Client-Seed: 1337awesome, Server-Seed: 3204974776
Game 00499: Roll: 01, Reward: 1.010204081632653, Nonce: 499, Client-Seed: 1337awesome, Server-Seed: 4163954384
Game 00500: Roll: 62, Reward: 1.010204081632653, Nonce: 500, Client-Seed: 1337awesome, Server-Seed: 3906455986
Game 00501: Roll: 60, Reward: 1.010204081632653, Nonce: 501, Client-Seed: 1337awesome, Server-Seed: 1633009743
Game 00502: Roll: 92, Reward: 1.010204081632653, Nonce: 502, Client-Seed: 1337awesome, Server-Seed: 1428509364
Game 00503: Roll: 88, Reward: 1.010204081632653, Nonce: 503, Client-Seed: 1337awesome, Server-Seed: 1238288563
Game 00504: Roll: 33, Reward: 1.010204081632653, Nonce: 504, Client-Seed: 1337awesome, Server-Seed: 2806441017
Game 00505: Roll: 90, Reward: 1.010204081632653, Nonce: 505, Client-Seed: 1337awesome, Server-Seed: 1632806011
Game 00506: Roll: 30, Reward: 1.010204081632653, Nonce: 506, Client-Seed: 1337awesome, Server-Seed: 862923722
Game 00507: Roll: 91, Reward: 1.010204081632653, Nonce: 507, Client-Seed: 1337awesome, Server-Seed: 546660439
Game 00508: Roll: 90, Reward: 1.010204081632653, Nonce: 508, Client-Seed: 1337awesome, Server-Seed: 1352773490
Game 00509: Roll: 35, Reward: 1.010204081632653, Nonce: 509, Client-Seed: 1337awesome, Server-Seed: 1404532651
Game 00510: Roll: 80, Reward: 1.010204081632653, Nonce: 510, Client-Seed: 1337awesome, Server-Seed: 908054777
Game 00511: Roll: 80, Reward: 1.010204081632653, Nonce: 511, Client-Seed: 1337awesome, Server-Seed: 3156385703
Game 00512: Roll: 01, Reward: 1.010204081632653, Nonce: 512, Client-Seed: 1337awesome, Server-Seed: 3180499545
Game 00513: Roll: 13, Reward: 1.010204081632653, Nonce: 513, Client-Seed: 1337awesome, Server-Seed: 2397747148
Game 00514: Roll: 70, Reward: 1.010204081632653, Nonce: 514, Client-Seed: 1337awesome, Server-Seed: 334137033
Game 00515: Roll: 32, Reward: 1.010204081632653, Nonce: 515, Client-Seed: 1337awesome, Server-Seed: 851833086
Game 00516: Roll: 41, Reward: 1.010204081632653, Nonce: 516, Client-Seed: 1337awesome, Server-Seed: 3886319792
Game 00517: Roll: 25, Reward: 1.010204081632653, Nonce: 517, Client-Seed: 1337awesome, Server-Seed: 820157224
Game 00518: Roll: 14, Reward: 1.010204081632653, Nonce: 518, Client-Seed: 1337awesome, Server-Seed: 1591510522
Game 00519: Roll: 46, Reward: 1.010204081632653, Nonce: 519, Client-Seed: 1337awesome, Server-Seed: 3031416048
Game 00520: Roll: 85, Reward: 1.010204081632653, Nonce: 520, Client-Seed: 1337awesome, Server-Seed: 3820519332
Game 00521: Roll: 21, Reward: 1.010204081632653, Nonce: 521, Client-Seed: 1337awesome, Server-Seed: 3803993273
Game 00522: Roll: 64, Reward: 1.010204081632653, Nonce: 522, Client-Seed: 1337awesome, Server-Seed: 2273319584
Game 00523: Roll: 67, Reward: 1.010204081632653, Nonce: 523, Client-Seed: 1337awesome, Server-Seed: 2679196497
Game 00524: Roll: 29, Reward: 1.010204081632653, Nonce: 524, Client-Seed: 1337awesome, Server-Seed: 3005757022
Game 00525: Roll: 72, Reward: 1.010204081632653, Nonce: 525, Client-Seed: 1337awesome, Server-Seed: 3515317416
Game 00526: Roll: 76, Reward: 1.010204081632653, Nonce: 526, Client-Seed: 1337awesome, Server-Seed: 2377112124
Game 00527: Roll: 99, Reward: 0, Nonce: 527, Client-Seed: 1337awesome, Server-Seed: 1323473319
Game 00528: Roll: 34, Reward: 1.010204081632653, Nonce: 528, Client-Seed: 1337awesome, Server-Seed: 3122372893
Game 00529: Roll: 98, Reward: 1.010204081632653, Nonce: 529, Client-Seed: 1337awesome, Server-Seed: 431460341
Game 00530: Roll: 37, Reward: 1.010204081632653, Nonce: 530, Client-Seed: 1337awesome, Server-Seed: 926711234
Game 00531: Roll: 94, Reward: 1.010204081632653, Nonce: 531, Client-Seed: 1337awesome, Server-Seed: 4150313075
Game 00532: Roll: 23, Reward: 1.010204081632653, Nonce: 532, Client-Seed: 1337awesome, Server-Seed: 2868850091
Game 00533: Roll: 09, Reward: 1.010204081632653, Nonce: 533, Client-Seed: 1337awesome, Server-Seed: 4025776744
Game 00534: Roll: 38, Reward: 1.010204081632653, Nonce: 534, Client-Seed: 1337awesome, Server-Seed: 637200453
Game 00535: Roll: 24, Reward: 1.010204081632653, Nonce: 535, Client-Seed: 1337awesome, Server-Seed: 2892301260
Game 00536: Roll: 93, Reward: 1.010204081632653, Nonce: 536, Client-Seed: 1337awesome, Server-Seed: 4068683442
Game 00537: Roll: 88, Reward: 1.010204081632653, Nonce: 537, Client-Seed: 1337awesome, Server-Seed: 3580514004
Game 00538: Roll: 93, Reward: 1.010204081632653, Nonce: 538, Client-Seed: 1337awesome, Server-Seed: 615529857
Game 00539: Roll: 27, Reward: 1.010204081632653, Nonce: 539, Client-Seed: 1337awesome, Server-Seed: 2025088347
Game 00540: Roll: 06, Reward: 1.010204081632653, Nonce: 540, Client-Seed: 1337awesome, Server-Seed: 3369332697
Game 00541: Roll: 48, Reward: 1.010204081632653, Nonce: 541, Client-Seed: 1337awesome, Server-Seed: 1243648232
Game 00542: Roll: 52, Reward: 1.010204081632653, Nonce: 542, Client-Seed: 1337awesome, Server-Seed: 510920077
Game 00543: Roll: 61, Reward: 1.010204081632653, Nonce: 543, Client-Seed: 1337awesome, Server-Seed: 633824996
Game 00544: Roll: 28, Reward: 1.010204081632653, Nonce: 544, Client-Seed: 1337awesome, Server-Seed: 688183105
Game 00545: Roll: 58, Reward: 1.010204081632653, Nonce: 545, Client-Seed: 1337awesome, Server-Seed: 513016697
Game 00546: Roll: 30, Reward: 1.010204081632653, Nonce: 546, Client-Seed: 1337awesome, Server-Seed: 2986974481
Game 00547: Roll: 75, Reward: 1.010204081632653, Nonce: 547, Client-Seed: 1337awesome, Server-Seed: 1895270099
Game 00548: Roll: 83, Reward: 1.010204081632653, Nonce: 548, Client-Seed: 1337awesome, Server-Seed: 1213802604
Game 00549: Roll: 84, Reward: 1.010204081632653, Nonce: 549, Client-Seed: 1337awesome, Server-Seed: 2616577327
Game 00550: Roll: 96, Reward: 1.010204081632653, Nonce: 550, Client-Seed: 1337awesome, Server-Seed: 350539147
Game 00551: Roll: 51, Reward: 1.010204081632653, Nonce: 551, Client-Seed: 1337awesome, Server-Seed: 1498352465
Game 00552: Roll: 33, Reward: 1.010204081632653, Nonce: 552, Client-Seed: 1337awesome, Server-Seed: 1477342036
Game 00553: Roll: 80, Reward: 1.010204081632653, Nonce: 553, Client-Seed: 1337awesome, Server-Seed: 3523092548
Game 00554: Roll: 48, Reward: 1.010204081632653, Nonce: 554, Client-Seed: 1337awesome, Server-Seed: 936137263
Game 00555: Roll: 78, Reward: 1.010204081632653, Nonce: 555, Client-Seed: 1337awesome, Server-Seed: 1659268615
Game 00556: Roll: 67, Reward: 1.010204081632653, Nonce: 556, Client-Seed: 1337awesome, Server-Seed: 724195664
Game 00557: Roll: 39, Reward: 1.010204081632653, Nonce: 557, Client-Seed: 1337awesome, Server-Seed: 3754736343
Game 00558: Roll: 28, Reward: 1.010204081632653, Nonce: 558, Client-Seed: 1337awesome, Server-Seed: 626364671
Game 00559: Roll: 05, Reward: 1.010204081632653, Nonce: 559, Client-Seed: 1337awesome, Server-Seed: 1701979499
Game 00560: Roll: 99, Reward: 0, Nonce: 560, Client-Seed: 1337awesome, Server-Seed: 3142579827
Game 00561: Roll: 54, Reward: 1.010204081632653, Nonce: 561, Client-Seed: 1337awesome, Server-Seed: 404663216
Game 00562: Roll: 77, Reward: 1.010204081632653, Nonce: 562, Client-Seed: 1337awesome, Server-Seed: 1005083372
Game 00563: Roll: 97, Reward: 1.010204081632653, Nonce: 563, Client-Seed: 1337awesome, Server-Seed: 547367075
Game 00564: Roll: 21, Reward: 1.010204081632653, Nonce: 564, Client-Seed: 1337awesome, Server-Seed: 2482889158
Game 00565: Roll: 04, Reward: 1.010204081632653, Nonce: 565, Client-Seed: 1337awesome, Server-Seed: 1425430412
Game 00566: Roll: 11, Reward: 1.010204081632653, Nonce: 566, Client-Seed: 1337awesome, Server-Seed: 1127014640
Game 00567: Roll: 32, Reward: 1.010204081632653, Nonce: 567, Client-Seed: 1337awesome, Server-Seed: 2403082646
Game 00568: Roll: 45, Reward: 1.010204081632653, Nonce: 568, Client-Seed: 1337awesome, Server-Seed: 3376084892
Game 00569: Roll: 86, Reward: 1.010204081632653, Nonce: 569, Client-Seed: 1337awesome, Server-Seed: 497973974
Game 00570: Roll: 89, Reward: 1.010204081632653, Nonce: 570, Client-Seed: 1337awesome, Server-Seed: 2523626556
Game 00571: Roll: 15, Reward: 1.010204081632653, Nonce: 571, Client-Seed: 1337awesome, Server-Seed: 4294672855
Game 00572: Roll: 82, Reward: 1.010204081632653, Nonce: 572, Client-Seed: 1337awesome, Server-Seed: 3268961603
Game 00573: Roll: 45, Reward: 1.010204081632653, Nonce: 573, Client-Seed: 1337awesome, Server-Seed: 3179825492
Game 00574: Roll: 13, Reward: 1.010204081632653, Nonce: 574, Client-Seed: 1337awesome, Server-Seed: 2213813454
Game 00575: Roll: 82, Reward: 1.010204081632653, Nonce: 575, Client-Seed: 1337awesome, Server-Seed: 3213578597
Game 00576: Roll: 12, Reward: 1.010204081632653, Nonce: 576, Client-Seed: 1337awesome, Server-Seed: 785620786
Game 00577: Roll: 11, Reward: 1.010204081632653, Nonce: 577, Client-Seed: 1337awesome, Server-Seed: 2253783297
Game 00578: Roll: 06, Reward: 1.010204081632653, Nonce: 578, Client-Seed: 1337awesome, Server-Seed: 3183685896
Game 00579: Roll: 38, Reward: 1.010204081632653, Nonce: 579, Client-Seed: 1337awesome, Server-Seed: 1082360953
Game 00580: Roll: 97, Reward: 1.010204081632653, Nonce: 580, Client-Seed: 1337awesome, Server-Seed: 494845907
Game 00581: Roll: 33, Reward: 1.010204081632653, Nonce: 581, Client-Seed: 1337awesome, Server-Seed: 2767204148
Game 00582: Roll: 72, Reward: 1.010204081632653, Nonce: 582, Client-Seed: 1337awesome, Server-Seed: 375693642
Game 00583: Roll: 45, Reward: 1.010204081632653, Nonce: 583, Client-Seed: 1337awesome, Server-Seed: 1587456859
Game 00584: Roll: 88, Reward: 1.010204081632653, Nonce: 584, Client-Seed: 1337awesome, Server-Seed: 3203338571
Game 00585: Roll: 08, Reward: 1.010204081632653, Nonce: 585, Client-Seed: 1337awesome, Server-Seed: 1164089130
Game 00586: Roll: 08, Reward: 1.010204081632653, Nonce: 586, Client-Seed: 1337awesome, Server-Seed: 1948488266
Game 00587: Roll: 91, Reward: 1.010204081632653, Nonce: 587, Client-Seed: 1337awesome, Server-Seed: 3369629433
Game 00588: Roll: 07, Reward: 1.010204081632653, Nonce: 588, Client-Seed: 1337awesome, Server-Seed: 3705086380
Game 00589: Roll: 11, Reward: 1.010204081632653, Nonce: 589, Client-Seed: 1337awesome, Server-Seed: 1871965192
Game 00590: Roll: 91, Reward: 1.010204081632653, Nonce: 590, Client-Seed: 1337awesome, Server-Seed: 2794391924
Game 00591: Roll: 76, Reward: 1.010204081632653, Nonce: 591, Client-Seed: 1337awesome, Server-Seed: 3815516672
Game 00592: Roll: 61, Reward: 1.010204081632653, Nonce: 592, Client-Seed: 1337awesome, Server-Seed: 167558423
Game 00593: Roll: 85, Reward: 1.010204081632653, Nonce: 593, Client-Seed: 1337awesome, Server-Seed: 1588910021
Game 00594: Roll: 56, Reward: 1.010204081632653, Nonce: 594, Client-Seed: 1337awesome, Server-Seed: 1464323141
Game 00595: Roll: 79, Reward: 1.010204081632653, Nonce: 595, Client-Seed: 1337awesome, Server-Seed: 2428254347
Game 00596: Roll: 80, Reward: 1.010204081632653, Nonce: 596, Client-Seed: 1337awesome, Server-Seed: 2493409363
Game 00597: Roll: 100, Reward: 0, Nonce: 597, Client-Seed: 1337awesome, Server-Seed: 195730913
Game 00598: Roll: 99, Reward: 0, Nonce: 598, Client-Seed: 1337awesome, Server-Seed: 2876525970
Game 00599: Roll: 21, Reward: 1.010204081632653, Nonce: 599, Client-Seed: 1337awesome, Server-Seed: 2138202457
Game 00600: Roll: 96, Reward: 1.010204081632653, Nonce: 600, Client-Seed: 1337awesome, Server-Seed: 2918884825
Game 00601: Roll: 99, Reward: 0, Nonce: 601, Client-Seed: 1337awesome, Server-Seed: 2032901649
Game 00602: Roll: 20, Reward: 1.010204081632653, Nonce: 602, Client-Seed: 1337awesome, Server-Seed: 3619305687
Game 00603: Roll: 96, Reward: 1.010204081632653, Nonce: 603, Client-Seed: 1337awesome, Server-Seed: 1604737877
Game 00604: Roll: 51, Reward: 1.010204081632653, Nonce: 604, Client-Seed: 1337awesome, Server-Seed: 591945319
Game 00605: Roll: 74, Reward: 1.010204081632653, Nonce: 605, Client-Seed: 1337awesome, Server-Seed: 3378391075
Game 00606: Roll: 25, Reward: 1.010204081632653, Nonce: 606, Client-Seed: 1337awesome, Server-Seed: 1046333105
Game 00607: Roll: 68, Reward: 1.010204081632653, Nonce: 607, Client-Seed: 1337awesome, Server-Seed: 1613798874
Game 00608: Roll: 56, Reward: 1.010204081632653, Nonce: 608, Client-Seed: 1337awesome, Server-Seed: 537029146
Game 00609: Roll: 24, Reward: 1.010204081632653, Nonce: 609, Client-Seed: 1337awesome, Server-Seed: 1924528915
Game 00610: Roll: 66, Reward: 1.010204081632653, Nonce: 610, Client-Seed: 1337awesome, Server-Seed: 3001820379
Game 00611: Roll: 56, Reward: 1.010204081632653, Nonce: 611, Client-Seed: 1337awesome, Server-Seed: 3515712400
Game 00612: Roll: 06, Reward: 1.010204081632653, Nonce: 612, Client-Seed: 1337awesome, Server-Seed: 2042132437
Game 00613: Roll: 97, Reward: 1.010204081632653, Nonce: 613, Client-Seed: 1337awesome, Server-Seed: 4275974665
Game 00614: Roll: 59, Reward: 1.010204081632653, Nonce: 614, Client-Seed: 1337awesome, Server-Seed: 4199471876
Game 00615: Roll: 36, Reward: 1.010204081632653, Nonce: 615, Client-Seed: 1337awesome, Server-Seed: 2926018490
Game 00616: Roll: 53, Reward: 1.010204081632653, Nonce: 616, Client-Seed: 1337awesome, Server-Seed: 4003312088
Game 00617: Roll: 70, Reward: 1.010204081632653, Nonce: 617, Client-Seed: 1337awesome, Server-Seed: 2630820776
Game 00618: Roll: 42, Reward: 1.010204081632653, Nonce: 618, Client-Seed: 1337awesome, Server-Seed: 2154919302
Game 00619: Roll: 30, Reward: 1.010204081632653, Nonce: 619, Client-Seed: 1337awesome, Server-Seed: 3088236582
Game 00620: Roll: 05, Reward: 1.010204081632653, Nonce: 620, Client-Seed: 1337awesome, Server-Seed: 2439904340
Game 00621: Roll: 08, Reward: 1.010204081632653, Nonce: 621, Client-Seed: 1337awesome, Server-Seed: 1529033108
Game 00622: Roll: 79, Reward: 1.010204081632653, Nonce: 622, Client-Seed: 1337awesome, Server-Seed: 3762953072
Game 00623: Roll: 35, Reward: 1.010204081632653, Nonce: 623, Client-Seed: 1337awesome, Server-Seed: 2434308224
